track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_kmeans_cluster,autoencoder_kmeans_cluster,pca_kmeans_cluster
Milan Hobe Katodine,Farida Parveen,bn,Bangla Folk,Lalon,2,0,0,0,5
Baani Tabo Dhai,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0,11,11,5
Na Na Kache Eso Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11,12,0
Tomar Bhubane Phuler Mela,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0,3,8,3
Bojho Na Keno Je,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,11,9,7
Oi Padma Chokher Neel Jamunay,Shyamal Mitra,bn,Adhunik Bangla,Romantic Modern,0,0,9,4,7
Kon Bhiruke Bhoy Dekhabi,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0,8,11,10
Pather Shes Kothay,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,13,4,3
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,6,9,7
O Mago Ma,Antara Chwdhury,bn,Children's Music,Comic Song,4,0,8,12,0
Tomari Jharnatalar Nirjane,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,0,11,10
Aaha Ki Darun Dekhtey,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,6,8,7
Baro Bishad Bhara Rajani,Lata Mangeshkar|Chorus,bn,Bangla Film,Duet Playback,1,0,0,12,3
E Kemon Ranga Jadu,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,13,4,7
Tobu Bole Keno Sahasai,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,13,0,5
Krishnachura Shon Shon Shon,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0,8,4,0
Tui Ki Amar Putul Putul,Manna Dey,bn,Children's Music,Children's Song,4,0,0,12,3
Naam Amar Kishore Kumar Ganguly,Kishore Kumar,bn,Adhunik Bangla,Tribute Song,0,0,2,7,9
Jeno Kichhu Mone Korona,Akhil Bandhu Ghosh,bn,Adhunik Bangla,Romantic Modern,0,0,6,12,2
Chokhe Naame Brishti,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8,2,10
Opare Thakbo Ami,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,11,12,2
Khub Chena Chena Mukhkhani,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,8,4,7
O Shyam Jakhan Takhan,Sujata Mukherjee|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0,0,0,12
Baba O Khoka,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,13,4,3
Amar Mon Manne Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,9,11,10
Ekti Kunri Duti Pata,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,0,8,3
Putul Putul,Antara Chwdhury,bn,Children's Music,Children's Song,4,0,2,2,2
Aamar Moner Kato Sukh Niye,Mukesh,bn,Bangla Film,Romantic Playback,1,0,12,2,2
Jaubansarosinire,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,3,0,5
O Mor Moyna Go,Lata Mangeshkar,bn,Bangla Folk,Folk Song,2,0,9,4,10
Nijhum Nishithe,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,13,0,12
E Manihar Amay Nahi Saje,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,8,8,5
O Aamar Kandher Anchal,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,9,2,10
Anek Jamano Byatha,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,6,9,0
Jodi Jante Chao Tumi,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0,3,8,3
Saat Suron Ki Bandh Payeliya,Hemant Kumar|Shakti Thakur,bn,Bangla Film,Duet Playback,1,0,11,2,10
Ekkhana Megh Bhese Elo Akashe,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0,6,12,5
Chokhe Chokh Rekhe - Kishore Kumar,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0,3,8,3
Ore Mon Ke Emon Daga,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji,bn,Bangla Film,Duet Playback,1,0,6,7,9
E Mon Mor Jani Na Kotha Je Haralo,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0,3,0,12
Amar Silpi Kishore Kumar,Kumar Sanu,bn,Bangla Film,Romantic Playback,1,0,11,7,9
Ke Jay Re,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0,13,11,12
Pretty in Pink,The Psychedelic Furs,en,rock,permanent wave,13,1,1,13,6
Good Stuff,UGK,en,rap,southern hip hop,12,1,10,5,13
Upgraded,Capital Kings,en,edm,progressive electro house,8,1,7,5,8
Body Language (feat. Usher & Tinashe),Kid Ink,en,pop,post-teen pop,10,1,5,10,4
My Homeboy's Girlfriend,8Ball,en,rap,southern hip hop,12,1,4,6,6
The Needle And The Spoon,Lynyrd Skynyrd,en,rock,classic rock,13,1,12,1,1
Rain,Status Quo,en,rock,hard rock,13,1,12,13,1
X's We Share,Jodeci,en,r&b,new jack swing,11,1,7,6,11
Feelin' Alright,Joe Cocker,en,rock,album rock,13,1,7,1,11
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,P!nk,en,edm,big room,8,1,12,1,1
No One Knows Who We Are (Radio Edit) (feat. Lights),Kaskade,en,edm,progressive electro house,8,1,1,6,1
Stronger,Prismo,en,pop,electropop,10,1,2,3,4
I Feel The Love,Tritonal,en,pop,dance pop,10,1,1,13,6
Futsal Shuffle 2020,Lil Uzi Vert,en,rap,hip hop,12,1,2,3,4
Baby I'm Yours - Re-Recorded,Shai,en,r&b,new jack swing,11,1,1,13,6
Come To Life,Neon Feather,en,pop,dance pop,10,1,2,13,2
Homicide (feat. Eminem),Logic,en,rap,hip hop,12,1,7,5,8
The Ghost in You,The Psychedelic Furs,en,rock,permanent wave,13,1,12,1,11
Is It Love,3LAU,en,latin,tropical,9,1,12,13,1
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,en,rap,hip hop,12,1,4,6,6
Glory Days,Bruce Springsteen,en,rock,hard rock,13,1,7,6,1
Jungle Boogie,Kool & The Gang,en,r&b,urban contemporary,11,1,10,6,6
Everything and More (feat. Aaron Cole),Hollyn,en,pop,dance pop,10,1,5,10,4
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,en,rock,album rock,13,1,2,13,11
The Humpty Dance,Digital Underground,en,r&b,new jack swing,11,1,4,5,13
Shake Whatcha Mama Gave Ya',Poison Clan,en,rap,southern hip hop,12,1,2,3,13
Have You Ever,Brandy,en,r&b,new jack swing,11,1,5,13,10
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,en,r&b,hip pop,11,1,9,13,2
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,en,latin,latin pop,9,1,7,1,11
Hail Mary,2Pac,en,rap,gangster rap,12,1,7,5,13
Centerfold,The J. Geils Band,en,rock,classic rock,13,1,1,1,11
Waverunners,dopeSMOOTHIES,en,rap,southern hip hop,12,1,2,5,13
Hallucinogenics,Matt Maeson,en,pop,indie poptimism,10,1,5,13,6
Somebody I'm Not,Martin Jensen,en,latin,tropical,9,1,7,1,1
Fangirl,Lil Peep,en,r&b,urban contemporary,11,1,11,13,2
Lovers on the Sun (feat. Sam Martin),David Guetta,en,edm,electro house,8,1,5,3,4
Round and Round,Ratt,en,rock,classic rock,13,1,7,6,1
With You,Tony Terry,en,r&b,new jack swing,11,1,12,1,11
More Than You Know,Axwell /\ Ingrosso,en,pop,dance pop,10,1,5,3,4
But God,Isaac Carree,en,r&b,neo soul,11,1,10,5,8
OCD (with Dwn2earth),Logic,en,rap,hip hop,12,1,4,6,6
Cool,Jonas Brothers,en,r&b,hip pop,11,1,10,6,6
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,en,rap,hip hop,12,1,10,6,6
Cum on Feel the Noize,Quiet Riot,en,rock,classic rock,13,1,12,3,4
Electricity,Culture Code,en,edm,pop edm,8,1,12,13,1
Emotion,Mia Rodriguez,en,r&b,hip pop,11,1,2,13,2
Take Me Home (feat. Bebe Rexha),Cash Cash,en,edm,progressive electro house,8,1,7,6,8
Animals,Martin Garrix,en,edm,big room,8,1,5,6,2
I Need A Lover,John Mellencamp,en,rock,classic rock,13,1,1,13,1
Rock Wit U (Awww Baby),Ashanti,en,r&b,hip pop,11,1,10,10,4
Keep Yourself Alive - 2011 Mix,Queen,en,rock,album rock,13,1,5,13,1
The Next Time I Fall (with Amy Grant),Peter Cetera,en,rock,album rock,13,1,2,1,11
Where The Hood At,DMX,en,rap,gangster rap,12,1,1,5,8
Animal Instinct,The Cranberries,en,rock,album rock,13,1,5,3,4
I'm Ready,Tevin Campbell,en,r&b,new jack swing,11,1,4,6,6
The Boys Of Summer,Don Henley,en,rock,album rock,13,1,2,13,11
Did You Ever Think - Remix - Radio Edit,R. Kelly,en,r&b,new jack swing,11,1,10,10,13
Redbone,Childish Gambino,en,r&b,urban contemporary,11,1,5,13,11
I Just Want You,Caleb Hawley,en,r&b,neo soul,11,1,5,10,11
Treat You Better,Shawn Mendes,en,pop,dance pop,10,1,7,10,4
Bia' Bia',Lil Jon,en,rap,southern hip hop,12,1,4,5,13
Clan In Da Front,Wu-Tang Clan,en,rap,southern hip hop,12,1,7,5,13
When I See You Smile,Bad English,en,rock,album rock,13,1,2,1,11
Alladat,Jarren Benton,en,r&b,urban contemporary,11,1,1,5,8
Fireflies,Owl City,en,pop,post-teen pop,10,1,2,13,2
Thinking About You (feat. Ayah Marar),Calvin Harris,en,pop,electropop,10,1,10,10,6
Be the One,Dua Lipa,en,pop,electropop,10,1,12,10,4
Not Gon' Cry,Mary J. Blige,en,r&b,new jack swing,11,1,5,10,11
Feel,Victors,en,pop,indie poptimism,10,1,7,6,6
"You're Gonna Go Far, Kid",The Offspring,en,pop,post-teen pop,10,1,1,13,6
Can't You See,The Marshall Tucker Band,en,rock,album rock,13,1,2,13,2
Money For Nothing,Dire Straits,en,rock,classic rock,13,1,1,6,9
Used To,Drake,en,r&b,urban contemporary,11,1,1,10,4
Banquet,Bloc Party,en,rock,album rock,13,1,12,3,4
How We Party,R3HAB,en,edm,big room,8,1,7,6,1
Outta My System,Bow Wow,en,r&b,hip pop,11,1,4,6,13
2 MUCH (feat. 24hrs) (feat. 24hrs),Flosstradamus,en,rap,trap,12,1,2,3,2
Better Give U Up,FKJ,en,r&b,neo soul,11,1,1,10,4
With Me,dvsn,en,r&b,neo soul,11,1,1,6,9
Bang Bang,YNW Melly,en,rap,hip hop,12,1,5,5,8
Renaissance (feat. Clairity),Steve James,en,edm,pop edm,8,1,5,1,11
2U (feat. Justin Bieber),David Guetta,en,pop,electropop,10,1,2,3,4
Stutter,Marianas Trench,en,pop,post-teen pop,10,1,10,10,4
Boom Boom Pow,The Black Eyed Peas,en,pop,post-teen pop,10,1,1,6,1
Make tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,en,rap,southern hip hop,12,1,5,5,8
You Are the One Thing,Bright City,en,edm,progressive electro house,8,1,11,3,2
High School Dropout,Neon Dreams,en,pop,electropop,10,1,4,5,8
Make 'Em Say Ugh,Master P,en,rap,southern hip hop,12,1,4,5,13
Ruby,Kaiser Chiefs,en,rock,permanent wave,13,1,1,10,4
Paranoid,Black Sabbath,en,rock,classic rock,13,1,6,3,2
Easy Love,Sigala,en,latin,tropical,9,1,7,13,1
Paradise,Demun Jones,en,rap,southern hip hop,12,1,7,1,1
The Flute Song,Russ,en,rap,hip hop,12,1,5,10,8
Radar Love,Golden Earring,en,rock,album rock,13,1,12,6,9
slow motion,flor,en,pop,indie poptimism,10,1,10,6,6
Thief,Ookay,en,rap,trap,12,1,12,13,2
Society,Eddie Vedder,en,rock,permanent wave,13,1,0,9,12
Starstruck,Christopher Wilde,en,pop,post-teen pop,10,1,5,13,2
I Don't Fuck With You,Big Sean,en,pop,post-teen pop,10,1,10,6,6
Still Frame,Trapt,en,rock,hard rock,13,1,4,5,8
Issues/Hold On,Teyana Taylor,en,r&b,urban contemporary,11,1,1,1,11
Stellar,Jamila Woods,en,r&b,neo soul,11,1,2,1,11
Sloppy Seconds,Watsky,en,pop,indie poptimism,10,1,1,10,4
Party Rock Anthem,LMFAO,en,pop,post-teen pop,10,1,5,10,4
Right Down the Line,Gerry Rafferty,en,rock,album rock,13,1,1,1,11
Ether,Nas,en,rap,gangster rap,12,1,4,5,13
Bootie in Your Face - No Rock Drop,Deorro,en,edm,electro house,8,1,10,6,6
Calm Down,G-Eazy,en,rap,hip hop,12,1,1,5,13
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,en,latin,latin hip hop,9,1,1,1,6
Heartbeat,Claptone,en,pop,electropop,10,1,1,10,4
Kali Yuga,Ghostemane,en,rap,gangster rap,12,1,12,13,1
First Time - Gryffin Remix,Kygo,en,edm,electro house,8,1,1,6,6
Finally // beautiful stranger,Halsey,en,pop,dance pop,10,1,11,3,4
My Body,Young the Giant,en,pop,indie poptimism,10,1,1,13,1
Save It For A Rainy Day,Stephen Bishop,en,rock,classic rock,13,1,12,1,11
Do You Think About Me,50 Cent,en,rap,gangster rap,12,1,7,5,13
One Woman Man,Dave Hollister,en,r&b,new jack swing,11,1,7,6,1
No More,Disturbed,en,rock,hard rock,13,1,7,6,1
Lullaby - Calvo Remix,Sigala,en,edm,electro house,8,1,5,3,4
You Make My Dreams - Remastered,Daryl Hall & John Oates,en,pop,post-teen pop,10,1,5,13,2
United We Are,Hardwell,en,edm,big room,8,1,1,10,4
Love Will Tear Us Apart - 2010 Remaster,Joy Division,en,pop,electropop,10,1,1,13,6
Again,Wun Two,en,latin,tropical,9,1,7,1,11
Perfect Strangers,Jonas Blue,en,pop,indie poptimism,10,1,10,13,6
Applause,Lady Gaga,en,pop,post-teen pop,10,1,12,3,4
Turnin' Me Up,BJ The Chicago Kid,en,r&b,neo soul,11,1,4,6,6
Faded - Dash Berlin Remix,Alan Walker,en,pop,electropop,10,1,12,13,2
TRUE - Single Edit,Spandau Ballet,en,pop,electropop,10,1,1,6,11
Heroes (we could be),Alesso,en,pop,dance pop,10,1,5,13,2
Picture Perfect,Man Overboard,en,pop,post-teen pop,10,1,12,13,2
Shoot Shoot - 2007 Remastered Version,UFO,en,rock,hard rock,13,1,1,13,6
Back In Black,AC/DC,en,pop,post-teen pop,10,1,2,13,2
The Weekend - Funk Wav Remix,SZA,en,pop,electropop,10,1,7,1,1
Beauty,Dru Hill,en,r&b,urban contemporary,11,1,11,1,11
The Boys Are Back In Town,Thin Lizzy,en,rock,hard rock,13,1,7,1,1
Down 4 Whateva,Nuttin' Nyce,en,r&b,new jack swing,11,1,7,6,1
Another Day,Jamie Lidell,en,rock,album rock,13,1,10,13,6
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,en,rap,gangster rap,12,1,4,5,13
Turning Up,ARASHI,en,pop,dance pop,10,1,10,6,6
Sometimes When We Touch,Dan Hill,en,rock,album rock,13,1,2,1,11
Closely,August Roads,en,pop,indie poptimism,10,1,8,9,0
High Pressure Dave,HEALTH,en,pop,electropop,10,1,1,6,6
Metal,Gary Numan,en,rock,permanent wave,13,1,12,1,1
Take Me Home Tonight,Eddie Money,en,rock,album rock,13,1,1,13,6
Blue Lights,Jorja Smith,en,r&b,urban contemporary,11,1,7,1,11
Rehab,Amy Winehouse,en,r&b,neo soul,11,1,10,6,6
Emotionless,Drake,en,r&b,hip pop,11,1,2,5,2
Morning Starship,Morrissey,en,rock,classic rock,13,1,5,13,2
Don't Worry (feat. Ray Dalton) - Matoma Remix,Madcon,en,edm,pop edm,8,1,10,6,6
CAPO,NLE Choppa,en,rap,gangster rap,12,1,1,13,2
All Night,Parov Stelar,en,edm,electro house,8,1,5,3,4
Burden,Foy Vance,en,r&b,neo soul,11,1,6,1,10
Band of Gypsies - Edit,Cypress Hill,en,latin,latin hip hop,9,1,2,10,4
Break Your Heart,Taio Cruz,en,edm,pop edm,8,1,1,13,6
Adios,EVERGLOW,en,pop,dance pop,10,1,2,3,4
Hate Me Now (feat.- Puff Daddy),Nas,en,rap,gangster rap,12,1,7,5,13
Dancer,Gino Soccio,en,edm,progressive electro house,8,1,12,6,9
Look What You Made Me Do,Taylor Swift,en,pop,post-teen pop,10,1,12,3,4
Sever,Red,en,rock,hard rock,13,1,12,10,4
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,en,r&b,new jack swing,11,1,10,6,6
Snapping,CHUNG HA,en,pop,dance pop,10,1,1,10,4
We Are,ONE OK ROCK,en,rock,album rock,13,1,12,13,2
Adios,Kim Viera,en,latin,latin pop,9,1,5,13,2
Girls Just Want to Have Fun,Cyndi Lauper,en,pop,electropop,10,1,1,13,1
Amsterdam,Rick Ross,en,rap,southern hip hop,12,1,1,6,1
Intoxicated - Radio Edit,Martin Solveig,en,pop,electropop,10,1,1,6,6
Answer is near,ONE OK ROCK,en,rock,album rock,13,1,2,13,8
Loyal,ODESZA,en,rap,trap,12,1,5,13,2
Work,Rihanna,en,rap,southern hip hop,12,1,7,6,1
Go to Sleep Little Baby,Niykee Heaton,en,pop,indie poptimism,10,1,11,1,11
Almeda,Solange,en,r&b,neo soul,11,1,1,6,6
6 Man,Drake,en,r&b,urban contemporary,11,1,4,5,13
Show Me Love - Original Mix,Sam Feldt,en,edm,progressive electro house,8,1,12,6,9
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,en,rock,album rock,13,1,12,6,6
Holy,Jamila Woods,en,r&b,neo soul,11,1,11,13,10
How Sweet It Is (To Be Loved by You),James Taylor,en,rock,classic rock,13,1,10,1,11
No Fear (feat. Donna Missal),Rudimental,en,edm,electro house,8,1,1,10,6
World In My Eyes - 2006 Remastered Version,Depeche Mode,en,pop,electropop,10,1,7,3,4
ghostin,Ariana Grande,en,pop,post-teen pop,10,1,11,1,11
Lost,Gareth Emery,en,edm,progressive electro house,8,1,1,13,1
679 (feat. Remy Boyz),Fetty Wap,en,rap,hip hop,12,1,5,5,8
Chemistry,Wiwek,en,edm,progressive electro house,8,1,10,6,6
High Hopes,Panic! At The Disco,en,pop,post-teen pop,10,1,4,6,1
Paris,Magic Man,en,pop,indie poptimism,10,1,2,13,2
Cameras,Matt and Kim,en,pop,indie poptimism,10,1,5,13,2
Ain't My Fault - R3hab Remix,Zara Larsson,en,rap,trap,12,1,1,13,1
Blue Ocean Floor,Justin Timberlake,en,r&b,urban contemporary,11,1,13,7,9
Behind Barz - Bonus,Drake,en,rap,hip hop,12,1,5,1,10
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,en,pop,indie poptimism,10,1,7,6,1
Sending My Love,Zhané,en,r&b,new jack swing,11,1,1,6,11
Only Girl,Kali Uchis,en,r&b,neo soul,11,1,5,3,4
Feeling Good,Demun Jones,en,rap,southern hip hop,12,1,1,13,1
Invisible Touch - 2007 Remaster,Genesis,en,rock,album rock,13,1,10,13,6
Another Day,Paul McCartney,en,rock,album rock,13,1,12,1,11
Hey Now - Arty Remix,London Grammar,en,edm,progressive electro house,8,1,1,6,1
Icarus,Kojey Radical,en,r&b,neo soul,11,1,1,5,13
I just need U. - Capital Kings Remix,TobyMac,en,edm,progressive electro house,8,1,2,3,4
Wait For You (feat. Maia Wright),Mike Williams,en,edm,progressive electro house,8,1,5,10,4
It's your life (feat. Chris Willis),David Guetta,en,edm,progressive electro house,8,1,12,13,2
Get Down,Nas,en,rap,gangster rap,12,1,4,5,13
New Light,John Mayer,en,pop,dance pop,10,1,7,1,1
Nothin' But The Cavi Hit,Mack 10,en,rap,southern hip hop,12,1,10,10,6
Gucci Gang,Lil Pump,en,rap,gangster rap,12,1,1,1,6
Voices In My Head,NIVIRO,en,edm,big room,8,1,2,13,2
Next To Me,Axel Johansson,en,pop,dance pop,10,1,6,13,2
Self Importance,Kilo Kish,en,r&b,neo soul,11,1,2,10,4
Neighbour,Verses,en,pop,dance pop,10,1,11,3,4
Tonight,MOTi,en,edm,progressive electro house,8,1,5,3,4
It's Alright,Jodeci,en,r&b,new jack swing,11,1,1,3,4
Better,Khalid,en,pop,electropop,10,1,2,10,11
Fractures,ILLENIUM,en,edm,pop edm,8,1,2,13,2
Bad - 2012 Remaster,Michael Jackson,en,rock,classic rock,13,1,7,6,1
Don't Miss Me? - UNKLFNKL Remix,Marianas Trench,en,pop,indie poptimism,10,1,7,6,6
Feeling Lonely,boy pablo,en,pop,indie poptimism,10,1,5,3,4
Afternoon,TENDER,en,pop,indie poptimism,10,1,11,3,4
Take It Off,Two Friends,en,pop,indie poptimism,10,1,10,6,6
I Luv It,Jeezy,en,rap,southern hip hop,12,1,12,6,1
MMMBop,Hanson,en,rock,permanent wave,13,1,7,6,1
This Love - Acoustic,Maroon 5,en,latin,latin pop,9,1,10,1,11
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,en,rap,trap,12,1,1,13,1
Jailhouse Rock,Elvis Presley,en,rock,classic rock,13,1,2,3,4
The House of the Rising Sun,The Animals,en,rock,hard rock,13,1,6,3,4
Ice Cream Man,Tyga,en,r&b,urban contemporary,11,1,1,5,8
Where I Won't Be Found,Seven Lions,en,edm,pop edm,8,1,5,13,2
Breakaway,Kelly Clarkson,en,pop,post-teen pop,10,1,6,3,4
On my shoulders,The Dø,en,rock,album rock,13,1,1,10,4
Kids in Love - Don Diablo Remix,Kygo,en,pop,dance pop,10,1,2,3,4
2 Of Amerikaz Most Wanted,2Pac,en,rap,southern hip hop,12,1,4,6,1
Torn,LeToya,en,r&b,urban contemporary,11,1,12,5,8
Crashing (feat. Bahari),ILLENIUM,en,edm,pop edm,8,1,1,6,1
Alarm,Olly James,en,edm,progressive electro house,8,1,10,5,8
Rise (feat. Skylar Grey),David Guetta,en,pop,electropop,10,1,5,10,4
Wild Wild Son - Club Mix,Armin van Buuren,en,edm,progressive electro house,8,1,2,10,4
Back on the Chain Gang,Morrissey,en,rock,permanent wave,13,1,12,13,1
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,en,r&b,urban contemporary,11,1,5,1,11
West End Girls - 2001 Remaster,Pet Shop Boys,en,rock,permanent wave,13,1,1,3,4
Make Me Wanna Die,The Pretty Reckless,en,rock,hard rock,13,1,1,6,1
Kobe,Chief Keef,en,rap,southern hip hop,12,1,10,6,8
Faded - Tiesto's Northern Lights Remix,Alan Walker,en,edm,electro house,8,1,12,6,2
Get to You Again,Mac Ayres,en,r&b,neo soul,11,1,2,1,11
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,en,rap,southern hip hop,12,1,4,5,13
Joy To The World,Three Dog Night,en,rock,album rock,13,1,1,1,11
Somebody That I Used To Know - 4FRNT Remix,Gotye,en,edm,pop edm,8,1,10,6,6
Remember the Name (feat. Styles of Beyond),Fort Minor,en,rock,hard rock,13,1,4,6,1
I Decided,Liv Warfield,en,r&b,neo soul,11,1,2,10,11
The Same Way,Don Diablo,en,edm,pop edm,8,1,1,13,6
Losing U (feat. Daylight) - Radio Edit,Klingande,en,pop,indie poptimism,10,1,12,13,1
Sneak Diss (feat. So6ix),Ghostemane,en,rap,gangster rap,12,1,4,6,1
Cake By The Ocean,DNCE,en,latin,latin hip hop,9,1,10,10,4
Molly,Tyga,en,rap,gangster rap,12,1,1,13,6
Whole Lotta Love,Santana,en,rock,classic rock,13,1,7,6,1
Do Me!,Bell Biv DeVoe,en,r&b,new jack swing,11,1,4,6,6
Black Butterflies,Kill The Buzz,en,edm,big room,8,1,12,13,2
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,trap,12,1,1,6,1
Gullah Gullah Island,Dear Silas,en,r&b,urban contemporary,11,1,9,3,7
Before You Go,Lewis Capaldi,en,pop,post-teen pop,10,1,5,1,10
Young,The Chainsmokers,en,pop,electropop,10,1,1,6,1
Big Faces,Geto Boys,en,rap,southern hip hop,12,1,7,5,13
Rumors,Lindsay Lohan,en,pop,post-teen pop,10,1,7,3,4
I Just Wanna Party,YG,en,rap,gangster rap,12,1,12,5,13
Sound of da Police,KRS-One,en,rap,southern hip hop,12,1,4,5,13
No Right To Love You - Acoustic,Rhys Lewis,en,r&b,urban contemporary,11,1,12,1,11
everything i wanted,Billie Eilish,en,pop,dance pop,10,1,11,1,11
There for You,Martin Garrix,en,pop,electropop,10,1,2,10,4
Bring Da Ruckus,Wu-Tang Clan,en,rap,southern hip hop,12,1,7,5,13
Same Old Song,The Weeknd,en,r&b,urban contemporary,11,1,5,10,4
Gimme Back My Bullets,Lynyrd Skynyrd,en,rock,classic rock,13,1,5,13,2
Love My Way,The Psychedelic Furs,en,rock,permanent wave,13,1,1,6,6
Limitless - Radio Mix,BURNS,en,edm,progressive electro house,8,1,1,6,6
