track_name,language,playlist_genre,playlist_subgenre,track_artist,kmeans_cluster,agg_cluster,dbscan_cluster
Dure Dure Kachhe Kachhe,bn,Bangla Film,Melancholy Playback,Aarti Mukherji,0,1,0
Lakshmiti Dohai Tomar,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Ekhono Sarengita Bajchhe,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla,0,1,0
Angur Angur Chokh,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Je Jon Premer Bhav Jane Na,bn,Adhunik Bangla,Romantic Modern,Runa Laila,0,1,0
O Duti Ankhi Jeno,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,0,0
Tumi Nirmal Karo Mangal Kare,bn,Devotional,Spiritual,Panna Lal Bhattacharjee,1,0,0
Nabo Anande Jago Aaji,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
Kaharba Noy Dadra Bajao,bn,Bangla Film,Romantic Playback,Manna Dey,1,0,0
Amay Prashna Kare Neel Dhrubatara,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
Banya Banya E Aranya,bn,Bangla Film,Romantic Playback,Aarti Mukherji,0,1,0
Ki Gabo Ami Ki Shunabo,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0
Praaney Gaan Naai,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0
Dak Pathale Kaal Sakale,bn,Bangla Film,Duet Playback,Asha Bhosle|R. D. Burman,1,0,0
Tumi Esechhile Porshu,bn,Adhunik Bangla,Romantic Modern,S. D. Burman,1,0,-1
Jani Na Se Kon Sudur Pare,bn,Adhunik Bangla,Romantic Modern,Haimanti Shukla,1,0,0
Dil Dariyar Majhete,bn,Bangla Folk,Baul,Purna Das Baul,1,0,0
Jani Nai Go Sadhan,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas|Others,0,1,0
Ei Je Nadi Jay Sagare,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0
Kar Manjir Baje Rini,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,1,0,0
Khonpar Ei Golap Diye,bn,Adhunik Bangla,Romantic Modern,Sivaji Chatterjee,0,0,0
Tumi Jey Surer Aagun,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,1,0,0
Bharat Amar Bharat Barsha,bn,Bangla Film,Romantic Playback,Manna Dey,0,1,0
Din Jaye Raat Jaye,bn,Devotional,Bhajan,Anuradha Paudwal,1,0,0
Bahudiner Agete Godhulir Belate,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,0,0
Amar Sesh Paraner Kodi,bn,Rabindra Sangeet,Tagore Romantic,Debabrata Biswas,0,1,0
Aaj Mon Cheyechhe,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0
Ei Je Heri Go Debi Amari,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
Jiya Manat Na - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor,0,1,0
Akaraney Akaley Mor,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,0,0
Se To Elo Na,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,0,0
Ei Sundar Swarnali Sandhaye,bn,Bangla Film,Romantic Playback,Geeta Dutt,0,1,0
Payal Baje Chham Chham Chham - Thumree,bn,Bangla Film,Romantic Playback,Mahendra Kapoor,1,0,0
Chinechhi Chinechhi Tomar E Mon,bn,Bangla Film,Romantic Playback,Aarti Mukherji,1,0,0
Bhalobashar Moto Bhalo Kauke,bn,Bangla Film,Romantic Playback,Udit Narayan,0,0,0
Swapney Aamaar Mone Holo,bn,Rabindra Sangeet,Tagore Classic,Indrani Sen,0,1,0
Ei Edike Eso Esona,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Milan Hobe Katodine,bn,Bangla Folk,Lalon,Farida Parveen,0,1,0
Baani Tabo Dhai,bn,Rabindra Sangeet,Tagore Classic,Debabrata Biswas,0,1,0
Na Na Kache Eso Na,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,1,0
Tomar Bhubane Phuler Mela,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh,0,1,0
Bojho Na Keno Je,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,0,0,0
Oi Padma Chokher Neel Jamunay,bn,Adhunik Bangla,Romantic Modern,Shyamal Mitra,0,1,0
Kon Bhiruke Bhoy Dekhabi,bn,Rabindra Sangeet,Tagore Classic,Suchitra Mitra,0,0,0
Pather Shes Kothay,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar,1,0,0
O Mago Ma,bn,Children's Music,Comic Song,Antara Chwdhury,1,0,0
Tomari Jharnatalar Nirjane,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,1,0
Aaha Ki Darun Dekhtey,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0
Baro Bishad Bhara Rajani,bn,Bangla Film,Duet Playback,Lata Mangeshkar|Chorus,0,1,0
E Kemon Ranga Jadu,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,1,1,0
Tobu Bole Keno Sahasai,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0
Krishnachura Shon Shon Shon,bn,Bangla Film,Romantic Playback,Lata Mangeshkar,1,0,0
Tui Ki Amar Putul Putul,bn,Children's Music,Children's Song,Manna Dey,0,1,0
Naam Amar Kishore Kumar Ganguly,bn,Adhunik Bangla,Tribute Song,Kishore Kumar,1,0,0
Jeno Kichhu Mone Korona,bn,Adhunik Bangla,Romantic Modern,Akhil Bandhu Ghosh,0,1,0
Chokhe Naame Brishti,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Opare Thakbo Ami,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0
Khub Chena Chena Mukhkhani,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
O Shyam Jakhan Takhan,bn,Bangla Film,Duet Playback,Sujata Mukherjee|Aarti Mukherji,1,0,0
Baba O Khoka,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,1,0
Amar Mon Manne Na,bn,Bangla Film,Romantic Playback,Asha Bhosle,0,0,0
Ekti Kunri Duti Pata,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0
Putul Putul,bn,Children's Music,Children's Song,Antara Chwdhury,0,1,0
Aamar Moner Kato Sukh Niye,bn,Bangla Film,Romantic Playback,Mukesh,0,1,0
Jaubansarosinire,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
O Mor Moyna Go,bn,Bangla Folk,Folk Song,Lata Mangeshkar,0,0,0
Nijhum Nishithe,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
E Manihar Amay Nahi Saje,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
O Aamar Kandher Anchal,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Anek Jamano Byatha,bn,Bangla Film,Romantic Playback,Kishore Kumar,0,1,0
Jodi Jante Chao Tumi,bn,Bangla Film,Romantic Playback,Hemant Kumar,0,1,0
Saat Suron Ki Bandh Payeliya,bn,Bangla Film,Duet Playback,Hemant Kumar|Shakti Thakur,1,0,0
Ekkhana Megh Bhese Elo Akashe,bn,Adhunik Bangla,Romantic Modern,Bhupen Hazarika,0,1,0
Chokhe Chokh Rekhe - Kishore Kumar,bn,Bangla Film,Romantic Playback,Kishore Kumar,1,0,0
Ore Mon Ke Emon Daga,bn,Bangla Film,Duet Playback,Amit Kumar|Bhupinder Singh|Mohammed Rafi|Aarti Mukherji,1,0,-1
E Mon Mor Jani Na Kotha Je Haralo,bn,Adhunik Bangla,Romantic Modern,Nirmal Mishra,1,1,0
Amar Silpi Kishore Kumar,bn,Bangla Film,Romantic Playback,Kumar Sanu,1,0,0
Ke Jay Re,bn,Bangla Film,Romantic Playback,Asha Bhosle,1,0,0
Pretty in Pink,en,rock,permanent wave,The Psychedelic Furs,0,0,0
Good Stuff,en,rap,southern hip hop,UGK,0,1,0
Upgraded,en,edm,progressive electro house,Capital Kings,0,1,2
Body Language (feat. Usher & Tinashe),en,pop,post-teen pop,Kid Ink,1,0,0
My Homeboy's Girlfriend,en,rap,southern hip hop,8Ball,1,0,0
The Needle And The Spoon,en,rock,classic rock,Lynyrd Skynyrd,1,0,0
Rain,en,rock,hard rock,Status Quo,0,1,0
X's We Share,en,r&b,new jack swing,Jodeci,1,0,0
Feelin' Alright,en,rock,album rock,Joe Cocker,1,0,0
Hurts 2B Human (feat. Khalid) - Midnight Kids Remix,en,edm,big room,P!nk,0,0,0
No One Knows Who We Are (Radio Edit) (feat. Lights),en,edm,progressive electro house,Kaskade,0,1,0
Stronger,en,pop,electropop,Prismo,0,1,0
I Feel The Love,en,pop,dance pop,Tritonal,0,0,0
Futsal Shuffle 2020,en,rap,hip hop,Lil Uzi Vert,0,1,1
Baby I'm Yours - Re-Recorded,en,r&b,new jack swing,Shai,1,0,0
Come To Life,en,pop,dance pop,Neon Feather,0,1,0
Homicide (feat. Eminem),en,rap,hip hop,Logic,0,1,-1
The Ghost in You,en,rock,permanent wave,The Psychedelic Furs,1,0,0
Is It Love,en,latin,tropical,3LAU,0,1,0
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),en,rap,hip hop,Mustard,0,1,0
Glory Days,en,rock,hard rock,Bruce Springsteen,1,0,0
Jungle Boogie,en,r&b,urban contemporary,Kool & The Gang,1,0,0
Everything and More (feat. Aaron Cole),en,pop,dance pop,Hollyn,1,0,0
In The Lap Of The Gods... Revisited - Remastered 2011,en,rock,album rock,Queen,1,0,0
The Humpty Dance,en,r&b,new jack swing,Digital Underground,1,0,-1
Shake Whatcha Mama Gave Ya',en,rap,southern hip hop,Poison Clan,0,1,1
Have You Ever,en,r&b,new jack swing,Brandy,1,0,0
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,en,r&b,hip pop,Bebe Rexha,0,1,0
Don't Check On Me (feat. Justin Bieber & Ink),en,latin,latin pop,Chris Brown,1,0,0
Hail Mary,en,rap,gangster rap,2Pac,1,0,-1
Centerfold,en,rock,classic rock,The J. Geils Band,1,0,0
Waverunners,en,rap,southern hip hop,dopeSMOOTHIES,0,1,-1
Hallucinogenics,en,pop,indie poptimism,Matt Maeson,0,0,0
Somebody I'm Not,en,latin,tropical,Martin Jensen,1,0,0
Fangirl,en,r&b,urban contemporary,Lil Peep,0,1,0
Lovers on the Sun (feat. Sam Martin),en,edm,electro house,David Guetta,0,1,0
Round and Round,en,rock,classic rock,Ratt,0,1,0
With You,en,r&b,new jack swing,Tony Terry,1,0,0
More Than You Know,en,pop,dance pop,Axwell /\ Ingrosso,0,1,0
But God,en,r&b,neo soul,Isaac Carree,0,1,0
OCD (with Dwn2earth),en,rap,hip hop,Logic,0,1,0
Cool,en,r&b,hip pop,Jonas Brothers,1,0,0
Sunshine (feat. Lea) - Explicit Album Version,en,rap,hip hop,Lil' Flip,1,0,0
Cum on Feel the Noize,en,rock,classic rock,Quiet Riot,0,1,0
Electricity,en,edm,pop edm,Culture Code,0,1,0
Emotion,en,r&b,hip pop,Mia Rodriguez,0,1,0
Take Me Home (feat. Bebe Rexha),en,edm,progressive electro house,Cash Cash,0,1,0
Animals,en,edm,big room,Martin Garrix,0,1,0
I Need A Lover,en,rock,classic rock,John Mellencamp,1,0,0
Rock Wit U (Awww Baby),en,r&b,hip pop,Ashanti,1,0,0
Keep Yourself Alive - 2011 Mix,en,rock,album rock,Queen,1,1,0
The Next Time I Fall (with Amy Grant),en,rock,album rock,Peter Cetera,1,0,0
Where The Hood At,en,rap,gangster rap,DMX,0,1,2
Animal Instinct,en,rock,album rock,The Cranberries,0,1,0
I'm Ready,en,r&b,new jack swing,Tevin Campbell,1,0,0
The Boys Of Summer,en,rock,album rock,Don Henley,1,0,0
Did You Ever Think - Remix - Radio Edit,en,r&b,new jack swing,R. Kelly,1,0,0
Redbone,en,r&b,urban contemporary,Childish Gambino,1,0,0
I Just Want You,en,r&b,neo soul,Caleb Hawley,1,0,0
Treat You Better,en,pop,dance pop,Shawn Mendes,0,1,0
Bia' Bia',en,rap,southern hip hop,Lil Jon,1,1,0
Clan In Da Front,en,rap,southern hip hop,Wu-Tang Clan,1,0,0
When I See You Smile,en,rock,album rock,Bad English,1,0,0
Alladat,en,r&b,urban contemporary,Jarren Benton,0,1,2
Fireflies,en,pop,post-teen pop,Owl City,0,1,0
Thinking About You (feat. Ayah Marar),en,pop,electropop,Calvin Harris,0,0,0
Be the One,en,pop,electropop,Dua Lipa,1,0,0
Not Gon' Cry,en,r&b,new jack swing,Mary J. Blige,1,0,0
Feel,en,pop,indie poptimism,Victors,0,0,0
"You're Gonna Go Far, Kid",en,pop,post-teen pop,The Offspring,0,1,0
Can't You See,en,rock,album rock,The Marshall Tucker Band,1,0,0
Money For Nothing,en,rock,classic rock,Dire Straits,1,0,-1
Used To,en,r&b,urban contemporary,Drake,1,0,0
Banquet,en,rock,album rock,Bloc Party,0,1,0
How We Party,en,edm,big room,R3HAB,0,1,0
Outta My System,en,r&b,hip pop,Bow Wow,1,0,0
2 MUCH (feat. 24hrs) (feat. 24hrs),en,rap,trap,Flosstradamus,0,1,0
Better Give U Up,en,r&b,neo soul,FKJ,1,0,0
With Me,en,r&b,neo soul,dvsn,1,0,0
Bang Bang,en,rap,hip hop,YNW Melly,0,1,-1
Renaissance (feat. Clairity),en,edm,pop edm,Steve James,1,0,0
2U (feat. Justin Bieber),en,pop,electropop,David Guetta,0,1,0
Stutter,en,pop,post-teen pop,Marianas Trench,0,0,0
Boom Boom Pow,en,pop,post-teen pop,The Black Eyed Peas,0,1,0
Make tha Trap Say Aye (feat. Gucci Mane),en,rap,southern hip hop,OJ Da Juiceman,0,1,-1
You Are the One Thing,en,edm,progressive electro house,Bright City,0,1,0
High School Dropout,en,pop,electropop,Neon Dreams,0,1,0
Make 'Em Say Ugh,en,rap,southern hip hop,Master P,0,1,0
Ruby,en,rock,permanent wave,Kaiser Chiefs,0,0,0
Paranoid,en,rock,classic rock,Black Sabbath,0,1,0
Easy Love,en,latin,tropical,Sigala,0,0,0
Paradise,en,rap,southern hip hop,Demun Jones,1,0,0
The Flute Song,en,rap,hip hop,Russ,0,1,-1
Radar Love,en,rock,album rock,Golden Earring,1,0,0
slow motion,en,pop,indie poptimism,flor,1,0,0
Thief,en,rap,trap,Ookay,0,1,0
Society,en,rock,permanent wave,Eddie Vedder,1,0,0
Starstruck,en,pop,post-teen pop,Christopher Wilde,0,1,0
I Don't Fuck With You,en,pop,post-teen pop,Big Sean,1,0,0
Still Frame,en,rock,hard rock,Trapt,0,1,0
Issues/Hold On,en,r&b,urban contemporary,Teyana Taylor,1,0,0
Stellar,en,r&b,neo soul,Jamila Woods,1,0,0
Sloppy Seconds,en,pop,indie poptimism,Watsky,1,0,0
Party Rock Anthem,en,pop,post-teen pop,LMFAO,0,1,0
Right Down the Line,en,rock,album rock,Gerry Rafferty,1,0,-1
Ether,en,rap,gangster rap,Nas,0,1,-1
Bootie in Your Face - No Rock Drop,en,edm,electro house,Deorro,0,1,0
Calm Down,en,rap,hip hop,G-Eazy,0,1,0
Cheerleader (Felix Jaehn Remix) - Radio Edit,en,latin,latin hip hop,OMI,1,0,0
Heartbeat,en,pop,electropop,Claptone,1,0,0
Kali Yuga,en,rap,gangster rap,Ghostemane,0,1,0
First Time - Gryffin Remix,en,edm,electro house,Kygo,0,0,0
Finally // beautiful stranger,en,pop,dance pop,Halsey,0,1,0
My Body,en,pop,indie poptimism,Young the Giant,0,1,0
Save It For A Rainy Day,en,rock,classic rock,Stephen Bishop,1,0,0
Do You Think About Me,en,rap,gangster rap,50 Cent,0,1,0
One Woman Man,en,r&b,new jack swing,Dave Hollister,1,0,0
No More,en,rock,hard rock,Disturbed,0,0,0
Lullaby - Calvo Remix,en,edm,electro house,Sigala,0,1,0
You Make My Dreams - Remastered,en,pop,post-teen pop,Daryl Hall & John Oates,1,0,0
United We Are,en,edm,big room,Hardwell,0,1,0
Love Will Tear Us Apart - 2010 Remaster,en,pop,electropop,Joy Division,0,0,0
Again,en,latin,tropical,Wun Two,1,0,-1
Perfect Strangers,en,pop,indie poptimism,Jonas Blue,1,0,0
Applause,en,pop,post-teen pop,Lady Gaga,0,1,0
Turnin' Me Up,en,r&b,neo soul,BJ The Chicago Kid,1,0,0
Faded - Dash Berlin Remix,en,pop,electropop,Alan Walker,0,1,0
TRUE - Single Edit,en,pop,electropop,Spandau Ballet,1,0,0
Heroes (we could be),en,pop,dance pop,Alesso,0,1,0
Picture Perfect,en,pop,post-teen pop,Man Overboard,0,1,0
Shoot Shoot - 2007 Remastered Version,en,rock,hard rock,UFO,0,0,0
Back In Black,en,pop,post-teen pop,AC/DC,0,1,0
The Weekend - Funk Wav Remix,en,pop,electropop,SZA,1,0,0
Beauty,en,r&b,urban contemporary,Dru Hill,1,0,0
The Boys Are Back In Town,en,rock,hard rock,Thin Lizzy,1,0,0
Down 4 Whateva,en,r&b,new jack swing,Nuttin' Nyce,1,0,0
Another Day,en,rock,album rock,Jamie Lidell,1,0,0
Gz And Hustlas (feat. Nancy Fletcher),en,rap,gangster rap,Snoop Dogg,0,1,0
Turning Up,en,pop,dance pop,ARASHI,1,0,0
Sometimes When We Touch,en,rock,album rock,Dan Hill,1,0,0
Closely,en,pop,indie poptimism,August Roads,1,0,0
High Pressure Dave,en,pop,electropop,HEALTH,0,0,0
Metal,en,rock,permanent wave,Gary Numan,1,0,0
Take Me Home Tonight,en,rock,album rock,Eddie Money,1,0,0
Blue Lights,en,r&b,urban contemporary,Jorja Smith,1,0,0
Rehab,en,r&b,neo soul,Amy Winehouse,1,0,0
Emotionless,en,r&b,hip pop,Drake,0,1,0
Morning Starship,en,rock,classic rock,Morrissey,0,1,0
Don't Worry (feat. Ray Dalton) - Matoma Remix,en,edm,pop edm,Madcon,0,0,0
CAPO,en,rap,gangster rap,NLE Choppa,0,1,0
All Night,en,edm,electro house,Parov Stelar,1,0,0
Burden,en,r&b,neo soul,Foy Vance,1,0,0
Band of Gypsies - Edit,en,latin,latin hip hop,Cypress Hill,0,1,0
Break Your Heart,en,edm,pop edm,Taio Cruz,0,0,0
Adios,en,pop,dance pop,EVERGLOW,0,1,0
Hate Me Now (feat.- Puff Daddy),en,rap,gangster rap,Nas,0,0,0
Dancer,en,edm,progressive electro house,Gino Soccio,1,0,-1
Look What You Made Me Do,en,pop,post-teen pop,Taylor Swift,0,1,0
Sever,en,rock,hard rock,Red,0,1,0
"Why You Get Funky On Me - From ""House Party"" Soundtrack",en,r&b,new jack swing,Today,1,0,0
Snapping,en,pop,dance pop,CHUNG HA,0,0,0
We Are,en,rock,album rock,ONE OK ROCK,0,1,0
Adios,en,latin,latin pop,Kim Viera,0,1,0
Girls Just Want to Have Fun,en,pop,electropop,Cyndi Lauper,1,0,0
Amsterdam,en,rap,southern hip hop,Rick Ross,0,1,0
Intoxicated - Radio Edit,en,pop,electropop,Martin Solveig,0,0,0
Answer is near,en,rock,album rock,ONE OK ROCK,0,1,-1
Loyal,en,rap,trap,ODESZA,0,1,0
Work,en,rap,southern hip hop,Rihanna,1,0,0
Go to Sleep Little Baby,en,pop,indie poptimism,Niykee Heaton,1,0,0
Almeda,en,r&b,neo soul,Solange,1,0,0
6 Man,en,r&b,urban contemporary,Drake,0,1,-1
Show Me Love - Original Mix,en,edm,progressive electro house,Sam Feldt,1,0,0
Las Palabras De Amor (The Words Of Love) - Remastered 2011,en,rock,album rock,Queen,1,0,0
Holy,en,r&b,neo soul,Jamila Woods,1,0,0
How Sweet It Is (To Be Loved by You),en,rock,classic rock,James Taylor,1,0,0
No Fear (feat. Donna Missal),en,edm,electro house,Rudimental,0,0,0
World In My Eyes - 2006 Remastered Version,en,pop,electropop,Depeche Mode,1,0,0
ghostin,en,pop,post-teen pop,Ariana Grande,1,0,0
Lost,en,edm,progressive electro house,Gareth Emery,0,1,0
679 (feat. Remy Boyz),en,rap,hip hop,Fetty Wap,0,1,2
Chemistry,en,edm,progressive electro house,Wiwek,0,1,0
High Hopes,en,pop,post-teen pop,Panic! At The Disco,1,0,0
Paris,en,pop,indie poptimism,Magic Man,0,1,0
Cameras,en,pop,indie poptimism,Matt and Kim,0,1,0
Ain't My Fault - R3hab Remix,en,rap,trap,Zara Larsson,0,1,0
Blue Ocean Floor,en,r&b,urban contemporary,Justin Timberlake,1,0,0
Behind Barz - Bonus,en,rap,hip hop,Drake,0,1,0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,en,pop,indie poptimism,Selena Gomez,1,0,0
Sending My Love,en,r&b,new jack swing,Zhané,1,0,0
Only Girl,en,r&b,neo soul,Kali Uchis,0,1,1
Feeling Good,en,rap,southern hip hop,Demun Jones,0,0,0
Invisible Touch - 2007 Remaster,en,rock,album rock,Genesis,1,0,0
Another Day,en,rock,album rock,Paul McCartney,1,0,0
Hey Now - Arty Remix,en,edm,progressive electro house,London Grammar,0,0,0
Icarus,en,r&b,neo soul,Kojey Radical,0,1,-1
I just need U. - Capital Kings Remix,en,edm,progressive electro house,TobyMac,0,1,0
Wait For You (feat. Maia Wright),en,edm,progressive electro house,Mike Williams,0,1,0
It's your life (feat. Chris Willis),en,edm,progressive electro house,David Guetta,0,1,0
Get Down,en,rap,gangster rap,Nas,1,1,0
New Light,en,pop,dance pop,John Mayer,1,0,0
Nothin' But The Cavi Hit,en,rap,southern hip hop,Mack 10,1,0,0
Gucci Gang,en,rap,gangster rap,Lil Pump,1,0,0
Voices In My Head,en,edm,big room,NIVIRO,0,1,0
Next To Me,en,pop,dance pop,Axel Johansson,0,1,0
Self Importance,en,r&b,neo soul,Kilo Kish,1,0,0
Neighbour,en,pop,dance pop,Verses,0,0,0
Tonight,en,edm,progressive electro house,MOTi,0,1,0
It's Alright,en,r&b,new jack swing,Jodeci,1,0,0
Better,en,pop,electropop,Khalid,1,0,0
Fractures,en,edm,pop edm,ILLENIUM,0,1,0
Bad - 2012 Remaster,en,rock,classic rock,Michael Jackson,0,0,0
Don't Miss Me? - UNKLFNKL Remix,en,pop,indie poptimism,Marianas Trench,0,1,0
Feeling Lonely,en,pop,indie poptimism,boy pablo,1,0,0
Afternoon,en,pop,indie poptimism,TENDER,0,1,0
Take It Off,en,pop,indie poptimism,Two Friends,1,0,0
I Luv It,en,rap,southern hip hop,Jeezy,1,0,0
MMMBop,en,rock,permanent wave,Hanson,1,0,0
This Love - Acoustic,en,latin,latin pop,Maroon 5,1,0,0
Original Don (feat. The Partysquad) [Flosstradamus Remix],en,rap,trap,Major Lazer,0,1,0
Jailhouse Rock,en,rock,classic rock,Elvis Presley,0,1,0
The House of the Rising Sun,en,rock,hard rock,The Animals,1,0,0
Ice Cream Man,en,r&b,urban contemporary,Tyga,0,1,0
Where I Won't Be Found,en,edm,pop edm,Seven Lions,0,1,0
Breakaway,en,pop,post-teen pop,Kelly Clarkson,0,1,0
On my shoulders,en,rock,album rock,The Dø,1,0,0
Kids in Love - Don Diablo Remix,en,pop,dance pop,Kygo,0,1,0
2 Of Amerikaz Most Wanted,en,rap,southern hip hop,2Pac,1,0,0
Torn,en,r&b,urban contemporary,LeToya,0,1,2
Crashing (feat. Bahari),en,edm,pop edm,ILLENIUM,1,0,0
Alarm,en,edm,progressive electro house,Olly James,0,1,0
Rise (feat. Skylar Grey),en,pop,electropop,David Guetta,0,1,0
Wild Wild Son - Club Mix,en,edm,progressive electro house,Armin van Buuren,0,1,0
Back on the Chain Gang,en,rock,permanent wave,Morrissey,0,1,0
Save Me Pt 2 (feat. Austin Lam),en,r&b,urban contemporary,Ski Mask The Slump God,1,0,0
West End Girls - 2001 Remaster,en,rock,permanent wave,Pet Shop Boys,1,0,0
Make Me Wanna Die,en,rock,hard rock,The Pretty Reckless,0,0,0
Kobe,en,rap,southern hip hop,Chief Keef,0,1,0
Faded - Tiesto's Northern Lights Remix,en,edm,electro house,Alan Walker,0,1,0
Get to You Again,en,r&b,neo soul,Mac Ayres,1,0,0
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),en,rap,southern hip hop,Clipse,0,1,0
Joy To The World,en,rock,album rock,Three Dog Night,1,0,0
Somebody That I Used To Know - 4FRNT Remix,en,edm,pop edm,Gotye,1,0,0
